as_of,B17384,B17699,B20964,B01744,B08402,B23912,B22059,B19627,B16243,B02619,B18401,B03978,B11248,B02032,B06898,B18684,B22456,B18227,B14031,B21962,B05847,B01860,B06218,B08639,B01779,B00612,B11030,B00725,B22079,B21243,B20869,B13224,B00240,B23644,B24012,B12375,B13845,B03016,B21659,B17110,B11231,B14035,B01206,B23147,B07393,B12216,B23177,B08486,B26001,B15791
2000-04-03,12.3595,12.6886,,15.8998,,,15.1553,,,,15.8027,,,,,15.8129,22.8391,10.1887,21.8634,,26.0543,,24.2556,5.99534,,,,,,,,,,14.2945,14.4384,14.3497,,,25.2135,10.1402,,,,,12.0566,54.8989,9.83497,34.6364,11.6688,10.2356
2000-04-04,12.4355,12.7556,,16.0061,,,15.2524,,,,15.881,,,,,15.8943,22.9071,10.2292,21.9804,,26.2153,,24.3949,6.02563,,,,,,,,,,14.3393,14.5164,14.4272,,,25.3697,10.1909,,,,,12.1188,55.3089,9.87595,34.8099,11.7178,10.266
2000-04-05,12.4102,12.7317,,15.9572,,,15.2075,,,,15.8679,,,,,15.881,22.847,10.1684,21.9512,,26.163,,24.3657,6.01504,,,,,,,,,,14.3244,14.4739,14.3807,,,25.2982,10.1706,,,,,12.1188,55.2712,9.84522,34.7827,11.6933,10.2761
2000-04-06,12.4102,12.7207,,15.96,,,15.2099,,,,15.8418,,,,,15.8519,22.8722,10.1583,21.9073,,26.1249,,24.3028,6.01032,,,,,,,,,,14.3094,14.4616,14.3807,,,25.2773,10.1503,,,,,12.0939,55.1522,9.83497,34.7222,11.6811,10.2457
2000-04-07,12.4608,12.7487,,15.9856,,,15.2488,,,,15.8549,,,,,15.877,22.884,10.1684,21.9219,,26.2006,,24.3837,6.02311,,,,,,,,,,14.3393,14.4944,14.4272,,,25.3663,10.1706,,,,,12.1188,55.2021,9.84522,34.7619,11.6933,10.2761
2000-04-08,12.4608,12.7487,,15.9856,,,15.2488,,,,15.8549,,,,,15.877,22.884,10.1684,21.9219,,26.2006,,24.3837,6.02311,,,,,,,,,,14.3393,14.4944,14.4272,,,25.3663,10.1706,,,,,12.1188,55.2021,9.84522,34.7619,11.6933,10.2761
2000-04-09,12.4608,12.7487,,15.9856,,,15.2488,,,,15.8549,,,,,15.877,22.884,10.1684,21.9219,,26.2006,,24.3837,6.02311,,,,,,,,,,14.3393,14.4944,14.4272,,,25.3663,10.1706,,,,,12.1188,55.2021,9.84522,34.7619,11.6933,10.2761
2000-04-10,12.4988,12.7637,,16.0229,,,15.2827,,,,15.894,,,,,15.8951,22.9306,10.1785,21.9804,,26.2712,,24.4219,6.03004,,,,,,,,,,14.3692,14.5326,14.4582,,,25.3958,10.1909,,,,,12.1063,55.293,9.87595,34.8347,11.7055,10.3267
2000-04-11,12.4228,12.7268,,15.974,,,15.2063,,,,15.8549,,,,,15.866,22.9132,10.138,21.8926,,26.1335,,24.3252,6.00781,,,,,,,,,,14.3393,14.4599,14.3807,,,25.3242,10.1604,,,,,12.0814,55.1397,9.84522,34.7407,11.6811,10.2761
2000-04-12,12.3469,12.7029,,15.9251,,,15.1615,,,,15.8418,,,,,15.8369,22.8958,10.0874,21.8341,,26.0386,,24.2286,5.99142,,,,,,,,,,14.3094,14.4024,14.3342,,,25.2273,10.13,,,,,12.0566,55.0271,9.82473,34.6801,11.6444,10.2559
2000-04-13,12.3722,12.718,,15.9624,,,15.1954,,,,15.8679,,,,,15.8551,22.8997,10.1178,21.8634,,26.1,,24.3003,6.00421,,,,,,,,,,14.3244,14.4352,14.3652,,,25.2821,10.1402,,,,,12.0814,55.1587,9.84522,34.7532,11.6566,10.266
2000-04-14,12.3722,12.7501,,15.988,,,15.2343,,,,15.881,,,,,15.8805,22.7834,10.1178,21.8634,,26.1331,,24.3806,6.01118,,,,,,,,,,14.3542,14.468,14.3962,,,25.3368,10.1604,,,,,12.1063,55.3093,9.86571,34.8263,11.6811,10.2862
2000-04-15,12.3722,12.7501,,15.988,,,15.2343,,,,15.881,,,,,15.8805,22.7834,10.1178,21.8634,,26.1331,,24.3806,6.01118,,,,,,,,,,14.3542,14.468,14.3962,,,25.3368,10.1604,,,,,12.1063,55.3093,9.86571,34.8263,11.6811,10.2862
2000-04-16,12.3722,12.7501,,15.988,,,15.2343,,,,15.881,,,,,15.8805,22.7834,10.1178,21.8634,,26.1331,,24.3806,6.01118,,,,,,,,,,14.3542,14.468,14.3962,,,25.3368,10.1604,,,,,12.1063,55.3093,9.86571,34.8263,11.6811,10.2862
2000-04-17,12.3215,12.7132,,15.9564,,,15.1737,,,,15.8679,,,,,15.8673,22.7233,10.0773,21.8195,,26.0472,,24.2837,5.99473,,,,,,,,,,14.3244,14.3857,14.3187,,,25.2401,10.13,,,,,12.0939,55.2374,9.84522,34.7659,11.6444,10.2457
2000-04-18,12.3089,12.7023,,15.9419,,,15.1603,,,,15.8549,,,,,15.854,22.7059,10.0671,21.7902,,26.0092,,24.2541,5.99001,,,,,,,,,,14.3094,14.3583,14.3187,,,25.1937,10.1199,,,,,12.069,55.1655,9.83497,34.7388,11.6199,10.2457
2000-04-19,12.3595,12.7433,,15.9792,,,15.2259,,,,15.881,,,,,15.8724,22.7526,10.1076,21.8634,,26.0991,,24.3255,6.0028,,,,,,,,,,14.3393,14.4212,14.3807,,,25.2738,10.1402,,,,,12.0939,55.2971,9.86571,34.7786,11.6444,10.266
2000-04-20,12.3595,12.7516,,15.9904,,,15.2332,,,,15.8786,,,,,15.8836,22.7899,10.0773,21.8634,,26.1037,,24.3373,6.00392,,,,,,,,,,14.3393,14.4239,14.3807,,,25.2782,10.1503,,,,,12.0939,55.2943,9.86571,34.7846,11.6321,10.266
2000-04-21,12.3595,12.7516,,15.9904,,,15.2332,,,,15.8786,,,,,15.8836,22.7899,10.0773,21.8634,,26.1037,,24.3373,6.00504,,,,,,,,,,14.3393,14.4239,14.3807,,,25.2782,10.1503,,,,,12.0939,55.2943,9.86571,34.7906,11.6321,10.266
2000-04-22,12.3595,12.7516,,15.9904,,,15.2332,,,,15.8786,,,,,15.8836,22.7899,10.0773,21.8634,,26.1037,,24.3373,6.00504,,,,,,,,,,14.3393,14.4239,14.3807,,,25.2782,10.1503,,,,,12.0939,55.2943,9.86571,34.7906,11.6321,10.266
2000-04-23,12.3595,12.7516,,15.9904,,,15.2332,,,,15.8786,,,,,15.8836,22.7899,10.0773,21.8634,,26.1037,,24.3373,6.00504,,,,,,,,,,14.3393,14.4239,14.3807,,,25.2782,10.1503,,,,,12.0939,55.2943,9.86571,34.7906,11.6321,10.266
2000-04-24,12.3595,12.7407,,15.9933,,,15.2041,,,,15.8655,,,,,15.8862,22.8152,10.057,21.878,,26.1078,,24.3454,6.00616,,,,,,,,,,14.2795,14.4319,14.3652,,,25.2573,10.1503,,,,,12.0939,55.3038,9.86571,34.8303,11.6321,10.266
2000-04-25,12.2835,12.7038,,15.9271,,,15.1277,,,,15.813,,,,,15.8411,22.7766,10.0074,21.7463,,25.9702,,24.2138,5.97809,,,,,,,,,,14.2347,14.3292,14.3032,,,25.1605,10.0996,,,,,12.0566,55.0692,9.82473,34.6696,11.571,10.2356
2000-04-26,12.2835,12.6929,,15.9127,,,15.1144,,,,15.7999,,,,,15.8277,22.7379,10.0074,21.7463,,25.9606,,24.2178,5.97338,,,,,,,,,,14.2198,14.3319,14.2877,,,25.1395,10.0894,,,,,12.0441,54.9973,9.82473,34.6425,11.571,10.2356
2000-04-27,12.2202,12.6301,,15.8465,,,15.038,,,,15.7474,,,,,15.7824,22.6138,9.96662,21.6292,,25.823,,24.0861,5.94531,,,,,,,,,,14.1601,14.2442,14.2258,,,25.0427,10.0386,,,,,11.9819,54.7626,9.78375,34.5155,11.5221,10.1951
2000-04-28,12.189,12.6366,,15.8604,,,15.0742,,,,15.7605,,,,,15.7755,22.6045,9.95643,21.6439,,25.8226,,24.0981,5.95766,,,,,,,,,,14.239,14.2547,14.2357,,,25.086,10.0852,,,,,12.0512,54.8144,9.57885,34.5842,11.5776,10.2052
2000-04-29,12.189,12.6366,,15.8604,,,15.0742,,,,15.7605,,,,,15.7755,22.6045,9.95643,21.6439,,25.8226,,24.0981,5.95766,,,,,,,,,,14.239,14.2547,14.2357,,,25.086,10.0852,,,,,12.0512,54.8144,9.57885,34.5842,11.5776,10.2052
2000-04-30,12.189,12.6366,,15.8604,,,15.0742,,,,15.7605,,,,,15.7755,22.6045,9.95643,21.6439,,25.8226,,24.0981,5.95766,,,,,,,,,,14.239,14.2547,14.2357,,,25.086,10.0852,,,,,12.0512,54.8144,9.57885,34.5842,11.5776,10.2052
2000-05-01,12.1822,12.6256,,15.8631,,,15.0608,,,,15.7343,,,,,15.7781,22.6298,9.95643,21.6146,,25.7985,,24.0682,5.95291,,,,,,,,,,14.224,14.2423,14.2201,,,25.065,10.075,,,,,12.0387,54.7827,9.56861,34.5569,11.5653,10.1951
2000-05-02,12.1569,12.6147,,15.8138,,,15.0157,,,,15.708,,,,,15.7648,22.5909,9.93605,21.5707,,25.7458,,24.0383,5.94228,,,,,,,,,,14.209,14.1977,14.1889,,,25.0185,10.0546,,,,,12.0262,54.7511,9.55836,34.4958,11.553,10.185
2000-05-03,12.1063,12.5516,,15.7472,,,14.939,,,,15.6687,,,,,15.7197,22.4447,9.88509,21.4975,,25.6502,,23.9406,5.91404,,,,,,,,,,14.179,14.138,14.1111,,,24.8957,10.0342,,,,,11.9761,54.474,9.53787,34.334,11.5161,10.1647
2000-05-04,12.0683,12.5016,,15.6806,,,14.878,,,,15.5899,,,,,15.6905,22.3843,9.83414,21.439,,25.5832,,23.8429,5.89168,,,,,,,,,,14.149,14.0783,14.0644,,,24.7984,10.0036,,,,,11.9136,54.1969,9.51738,34.1725,11.4916,10.1141
2000-05-05,12.0429,12.4689,,15.6368,,,14.8379,,,,15.5506,,,,,15.6519,22.3962,9.81376,21.3658,,25.5019,,23.7871,5.87519,,,,,,,,,,14.134,14.0356,14.0332,,,24.7264,9.97305,,,,,11.8635,54.02,9.49689,34.0778,11.467,10.1344
2000-05-06,12.0429,12.4689,,15.6368,,,14.8379,,,,15.5506,,,,,15.6519,22.3962,9.81376,21.3658,,25.5019,,23.7871,5.87519,,,,,,,,,,14.134,14.0356,14.0332,,,24.7264,9.97305,,,,,11.8635,54.02,9.49689,34.0778,11.467,10.1344
2000-05-07,12.0429,12.4689,,15.6368,,,14.8379,,,,15.5506,,,,,15.6519,22.3962,9.81376,21.3658,,25.5019,,23.7871,5.87519,,,,,,,,,,14.134,14.0356,14.0332,,,24.7264,9.97305,,,,,11.8635,54.02,9.49689,34.0778,11.467,10.1344
2000-05-08,12.0049,12.4448,,15.6049,,,14.8087,,,,15.5374,,,,,15.6227,22.3787,9.78318,21.3365,,25.4296,,23.7233,5.85868,,,,,,,,,,14.119,13.9982,13.9865,,,24.6516,9.95266,,,,,11.851,53.9475,9.4764,34.0168,11.4547,10.1445
2000-05-09,12.0303,12.473,,15.6249,,,14.8429,,,,15.5637,,,,,15.6412,22.404,9.80357,21.3658,,25.4769,,23.7612,5.8715,,,,,,,,,,14.134,14.0312,14.0176,,,24.7067,9.94246,,,,,11.8635,54.0794,9.48665,34.09,11.467,10.1445
2000-05-10,12.0809,12.5013,,15.6623,,,14.8771,,,,15.5768,,,,,15.6597,22.4294,9.82395,21.439,,25.5672,,23.8667,5.88435,,,,,,,,,,14.164,14.0794,14.0488,,,24.7873,9.96286,,,,,11.876,54.1705,9.50714,34.197,11.4793,10.1749
2000-05-11,12.0936,12.5034,,15.6651,,,14.8954,,,,15.5637,,,,,15.6782,22.4763,9.83414,21.4244,,25.586,,23.9045,5.89134,,,,,,,,,,14.164,14.0972,14.0644,,,24.7916,9.96286,,,,,11.876,54.2206,9.49689,34.2032,11.4793,10.1647
2000-05-12,12.0303,12.4445,,15.5866,,,14.8235,,,,15.5112,,,,,15.6239,22.4453,9.79337,21.3073,,25.4618,,23.7806,5.8631,,,,,,,,,,14.104,14.0241,14.0021,,,24.6687,9.91187,,,,,11.8134,53.9211,9.45592,34.0413,11.4424,10.1344
2000-05-13,12.0303,12.4445,,15.5866,,,14.8235,,,,15.5112,,,,,15.6239,22.4453,9.79337,21.3073,,25.4618,,23.7806,5.8631,,,,,,,,,,14.104,14.0241,14.0021,,,24.6687,9.91187,,,,,11.8134,53.9211,9.45592,34.0413,11.4424,10.1344
2000-05-14,12.0303,12.4445,,15.5866,,,14.8235,,,,15.5112,,,,,15.6239,22.4453,9.79337,21.3073,,25.4618,,23.7806,5.8631,,,,,,,,,,14.104,14.0241,14.0021,,,24.6687,9.91187,,,,,11.8134,53.9211,9.45592,34.0413,11.4424,10.1344
2000-05-15,12.0683,12.4857,,15.624,,,14.8577,,,,15.5637,,,,,15.6424,22.5136,9.81376,21.3512,,25.5182,,23.8184,5.87595,,,,,,,,,,14.119,14.0572,14.0332,,,24.7239,9.93226,,,,,11.8134,53.9712,9.48665,34.0811,11.4547,10.1546
2000-05-16,12.1063,12.5138,,15.6614,,,14.9077,,,,15.5768,,,,,15.6608,22.539,9.84433,21.3804,,25.5655,,23.8902,5.88885,,,,,,,,,,14.119,14.075,14.0644,,,24.8044,9.94246,,,,,11.851,54.1441,9.49689,34.1545,11.467,10.1647
2000-05-17,12.0809,12.5159,,15.6468,,,14.8785,,,,15.5506,,,,,15.6793,22.4572,9.81376,21.3512,,25.5271,,23.8264,5.87824,,,,,,,,,,14.119,14.0475,14.0488,,,24.7579,9.92207,,,,,11.851,54.1124,9.48665,34.1608,11.4547,10.1546
2000-05-18,12.0303,12.4659,,15.5802,,,14.8175,,,,15.5203,,,,,15.6343,22.4183,9.7628,21.2634,,25.4315,,23.7626,5.85591,,,,,,,,,,14.089,13.9744,13.9865,,,24.6352,9.88128,,,,,11.8009,53.958,9.46616,34.0665,11.4178,10.1344
2000-05-19,12.0556,12.4984,,15.623,,,14.8567,,,,15.5466,,,,,15.6593,22.4302,9.78318,21.3073,,25.4789,,23.8084,5.86879,,,,,,,,,,14.104,14.0226,14.0176,,,24.6993,9.90167,,,,,11.8259,54.0676,9.48665,34.1063,11.4424,10.1546
2000-05-20,12.0556,12.4984,,15.623,,,14.8567,,,,15.5466,,,,,15.6593,22.4302,9.78318,21.3073,,25.4789,,23.8084,5.86879,,,,,,,,,,14.104,14.0226,14.0176,,,24.6993,9.90167,,,,,11.8259,54.0676,9.48665,34.1063,11.4424,10.1546
2000-05-21,12.0556,12.4984,,15.623,,,14.8567,,,,15.5466,,,,,15.6593,22.4302,9.78318,21.3073,,25.4789,,23.8084,5.86879,,,,,,,,,,14.104,14.0226,14.0176,,,24.6993,9.90167,,,,,11.8259,54.0676,9.48665,34.1063,11.4424,10.1546
2000-05-22,12.1189,12.5267,,15.6778,,,14.9067,,,,15.5994,,,,,15.7098,22.4771,9.82395,21.3951,,25.5495,,23.914,5.8934,,,,,,,,,,14.149,14.0859,14.0799,,,24.8053,9.94246,,,,,11.876,54.2813,9.51738,34.2469,11.467,10.2052
2000-05-23,12.1063,12.5289,,15.6805,,,14.9092,,,,15.5862,,,,,15.6964,22.4596,9.81274,21.3658,,25.5397,,23.884,5.88866,,,,,,,,,,14.134,14.0735,14.0644,,,24.7842,9.93226,,,,,11.851,54.2496,9.50714,34.2196,11.4547,10.185
2000-05-24,12.0556,12.5311,,15.6659,,,14.8958,,,,15.5862,,,,,15.715,22.485,9.81274,21.3804,,25.5299,,23.888,5.8898,,,,,,,,,,14.074,14.0611,14.0644,,,24.7885,9.93226,,,,,11.8635,54.2998,9.51738,34.2258,11.4547,10.1647
2000-05-25,12.0683,12.5724,,15.738,,,14.9775,,,,15.6258,,,,,15.7336,22.5105,9.85375,21.4536,,25.6059,,23.9943,5.90854,,,,,,,,,,14.104,14.1244,14.1266,,,24.8945,9.97305,,,,,11.901,54.4726,9.51738,34.3326,11.4916,10.1951
2000-05-26,12.1189,12.5985,,15.7836,,,15.0117,,,,15.6654,,,,,15.7775,22.5907,9.87426,21.5122,,25.6962,,24.0787,5.92729,,,,,,,,,,14.134,14.1698,14.1734,,,24.9494,9.99345,,,,,11.9386,54.6732,9.53787,34.4397,11.5038,10.2255
2000-05-27,12.1189,12.5985,,15.7836,,,15.0117,,,,15.6654,,,,,15.7775,22.5907,9.87426,21.5122,,25.6962,,24.0787,5.92729,,,,,,,,,,14.134,14.1698,14.1734,,,24.9494,9.99345,,,,,11.9386,54.6732,9.53787,34.4397,11.5038,10.2255
2000-05-28,12.1189,12.5985,,15.7836,,,15.0117,,,,15.6654,,,,,15.7775,22.5907,9.87426,21.5122,,25.6962,,24.0787,5.92729,,,,,,,,,,14.134,14.1698,14.1734,,,24.9494,9.99345,,,,,11.9386,54.6732,9.53787,34.4397,11.5038,10.2255
2000-05-29,12.1189,12.5985,,15.7872,,,15.0126,,,,15.6654,,,,,15.7775,22.596,9.87426,21.5122,,25.7097,,24.0841,5.92842,,,,,,,,,,14.134,14.1698,14.1734,,,24.9508,9.99345,,,,,11.9386,54.6732,9.53787,34.4459,11.5038,10.2255
2000-05-30,12.0936,12.5746,,15.7553,,,14.9658,,,,15.6522,,,,,15.7483,22.6214,9.864,21.4829,,25.6382,,24.0201,5.91782,,,,,,,,,,14.119,14.1423,14.1422,,,24.9042,9.97305,,,,,11.9261,54.5188,9.52763,34.3514,11.4793,10.2052
2000-05-31,12.1301,12.6251,,15.8064,,,15.0557,,,,15.7182,,,,,15.7829,22.6844,9.92553,21.5561,,25.7183,,24.1263,5.95144,,,,,,,,,,14.2101,14.2328,14.2065,,,25.0413,10.0589,,,,,12.0203,54.6917,9.55836,34.5415,11.5615,10.2356
2000-06-01,12.1949,12.6668,,15.8788,,,15.1378,,,,15.7446,,,,,15.8174,22.7748,9.9768,21.6731,,25.8379,,24.2668,5.9821,,,,,,,,,,14.2554,14.3269,14.2694,,,25.1733,10.1101,,,,,12.0958,55.0303,9.60959,34.7168,11.5985,10.2457
2000-06-02,12.2202,12.7258,,15.9745,,,15.1769,,,,15.8502,,,,,15.8745,22.8947,10.0178,21.7463,,25.9144,,24.3476,5.99505,,,,,,,,,,14.3006,14.3906,14.3166,,,25.2543,10.1409,,,,,12.1462,55.3058,9.65057,34.8584,11.6356,10.2761
2000-06-03,12.2202,12.7258,,15.9745,,,15.1769,,,,15.8502,,,,,15.8745,22.8947,10.0178,21.7463,,25.9144,,24.3476,5.99505,,,,,,,,,,14.3006,14.3906,14.3166,,,25.2543,10.1409,,,,,12.1462,55.3058,9.65057,34.8584,11.6356,10.2761
2000-06-04,12.2202,12.7258,,15.9745,,,15.1769,,,,15.8502,,,,,15.8745,22.8947,10.0178,21.7463,,25.9144,,24.3476,5.99505,,,,,,,,,,14.3006,14.3906,14.3166,,,25.2543,10.1409,,,,,12.1462,55.3058,9.65057,34.8584,11.6356,10.2761
2000-06-05,12.2582,12.7673,,16.0122,,,15.243,,,,15.903,,,,,15.925,22.9203,10.0588,21.8341,,25.9859,,24.42,6.01392,,,,,,,,,,14.3307,14.4238,14.3637,,,25.3354,10.1716,,,,,12.1839,55.4799,9.6813,34.9999,11.6603,10.2862
2000-06-06,12.2456,12.7695,,16.015,,,15.2295,,,,15.903,,,,,15.9277,22.9674,10.0588,21.8341,,25.9762,,24.3902,6.01507,,,,,,,,,,14.3307,14.4266,14.3794,,,25.3398,10.1716,,,,,12.1965,55.5306,9.6813,35.0063,11.6603,10.2761
2000-06-07,12.1696,12.7848,,16.0178,,,15.2478,,,,15.8898,,,,,15.9304,22.993,10.0793,21.8487,,25.9952,,24.3944,6.0162,,,,,,,,,,14.3307,14.4293,14.3951,,,25.3697,10.1716,,,,,12.1713,55.4579,9.69154,34.9789,11.6603,10.2761
2000-06-08,12.2709,12.7739,,16.0033,,,15.2502,,,,15.8898,,,,,15.9171,22.9539,10.0793,21.8487,,25.9855,,24.3986,6.01733,,,,,,,,,,14.3307,14.4473,14.3951,,,25.3486,10.1716,,,,,12.1587,55.3853,9.69154,34.9175,11.6603,10.2761
2000-06-09,12.2582,12.7674,,16.0118,,,15.2415,,,,15.8898,,,,,15.9252,22.966,10.0793,21.8487,,25.9902,,24.4115,6.01848,,,,,,,,,,14.3458,14.45,14.3951,,,25.3529,10.1614,,,,,12.1462,55.373,9.69154,34.9239,11.648,10.2862
2000-06-10,12.2582,12.7674,,16.0118,,,15.2415,,,,15.8898,,,,,15.9252,22.966,10.0793,21.8487,,25.9902,,24.4115,6.01848,,,,,,,,,,14.3458,14.45,14.3951,,,25.3529,10.1614,,,,,12.1462,55.373,9.69154,34.9239,11.648,10.2862
2000-06-11,12.2582,12.7674,,16.0118,,,15.2415,,,,15.8898,,,,,15.9252,22.966,10.0793,21.8487,,25.9902,,24.4115,6.01848,,,,,,,,,,14.3458,14.45,14.3951,,,25.3529,10.1614,,,,,12.1462,55.373,9.69154,34.9239,11.648,10.2862
2000-06-12,12.2835,12.7958,,16.0495,,,15.2757,,,,15.9426,,,,,15.9439,22.9916,10.1101,21.878,,26.0472,,24.4498,6.02554,,,,,,,,,,14.3608,14.4887,14.4266,,,25.3828,10.1818,,,,,12.1587,55.5059,9.71203,34.9641,11.6603,10.2963
2000-06-13,12.2582,12.7979,,16.0523,,,15.2622,,,,15.9558,,,,,15.9625,23.017,10.1101,21.9073,,26.0519,,24.4199,6.02669,,,,,,,,,,14.3759,14.4762,14.4108,,,25.3872,10.1921,,,,,12.1713,55.5566,9.72228,35.0382,11.6727,10.2862
2000-06-14,12.2962,12.8263,,16.09,,,15.3124,,,,15.9954,,,,,15.9971,23.0857,10.1409,21.9073,,26.1284,,24.4922,6.04555,,,,,,,,,,14.406,14.5399,14.458,,,25.4682,10.2228,,,,,12.2091,55.7307,9.73252,35.146,11.6974,10.3166
2000-06-15,12.2329,12.8286,,16.0928,,,15.3148,,,,16.0086,,,,,15.9998,23.0466,10.1306,21.9658,,26.133,,24.4965,6.0467,,,,,,,,,,14.406,14.5426,14.458,,,25.4728,10.2126,,,,,12.2091,55.7403,9.74277,35.1524,11.6974,10.3166
2000-06-16,12.2835,12.8746,,16.1536,,,15.3698,,,,16.0613,,,,,16.0561,23.0804,10.1716,22.039,,26.224,,24.5772,6.07148,,,,,,,,,,14.4362,14.6063,14.5051,,,25.5539,10.2433,,,,,12.2469,55.9747,9.76326,35.294,11.7221,10.3369
2000-06-17,12.2835,12.8746,,16.1536,,,15.3698,,,,16.0613,,,,,16.0561,23.0804,10.1716,22.039,,26.224,,24.5772,6.07148,,,,,,,,,,14.4362,14.6063,14.5051,,,25.5539,10.2433,,,,,12.2469,55.9747,9.76326,35.294,11.7221,10.3369
2000-06-18,12.2835,12.8746,,16.1536,,,15.3698,,,,16.0613,,,,,16.0561,23.0804,10.1716,22.039,,26.224,,24.5772,6.07148,,,,,,,,,,14.4362,14.6063,14.5051,,,25.5539,10.2433,,,,,12.2469,55.9747,9.76326,35.294,11.7221,10.3369
2000-06-19,12.2709,12.8638,,16.139,,,15.3562,,,,16.035,,,,,16.0269,23.0844,10.1614,22.0243,,26.2091,,24.5474,6.06673,,,,,,,,,,14.4362,14.584,14.4894,,,25.5328,10.2331,,,,,12.2343,55.902,9.76326,35.233,11.7097,10.3369
2000-06-20,12.2709,12.8529,,16.1245,,,15.3427,,,,16.0248,,,,,16.0137,23.0239,10.1614,21.9951,,26.185,,24.5176,6.05609,,,,,,,,,,14.4211,14.5715,14.4737,,,25.5118,10.2126,,,,,12.2217,55.8294,9.75301,35.2058,11.7097,10.3267
2000-06-21,12.2076,12.8158,,16.075,,,15.2814,,,,15.9717,,,,,15.9845,22.9417,10.1203,21.9073,,26.0891,,24.4196,6.03954,,,,,,,,,,14.391,14.4981,14.4266,,,25.4141,10.1614,,,,,12.1713,55.5923,9.72228,35.0772,11.6727,10.3065
2000-06-22,12.2076,12.8048,,16.0604,,,15.2679,,,,15.9585,,,,,15.9712,22.9026,10.107,21.8926,,26.0793,,24.3844,6.02889,,,,,,,,,,14.3759,14.4856,14.4108,,,25.3675,10.1511,,,,,12.1462,55.4785,9.72228,35.0162,11.6603,10.3065
2000-06-23,12.1696,12.7854,,16.0341,,,15.2114,,,,15.9319,,,,,15.9478,22.85,10.0761,21.8341,,25.9977,,24.363,6.01823,,,,,,,,,,14.3608,14.4426,14.3637,,,25.3209,10.1101,,,,,12.121,55.425,9.70179,34.9889,11.6356,10.2862
2000-06-24,12.1696,12.7854,,16.0341,,,15.2114,,,,15.9319,,,,,15.9478,22.85,10.0761,21.8341,,25.9977,,24.363,6.01823,,,,,,,,,,14.3608,14.4426,14.3637,,,25.3209,10.1101,,,,,12.121,55.425,9.70179,34.9889,11.6356,10.2862
2000-06-25,12.1696,12.7854,,16.0341,,,15.2114,,,,15.9319,,,,,15.9478,22.85,10.0761,21.8341,,25.9977,,24.363,6.01823,,,,,,,,,,14.3608,14.4426,14.3637,,,25.3209,10.1101,,,,,12.121,55.425,9.70179,34.9889,11.6356,10.2862
2000-06-26,12.2076,12.8138,,16.0718,,,15.2775,,,,15.9585,,,,,15.9826,22.9187,10.1276,21.8926,,26.0979,,24.4358,6.0371,,,,,,,,,,14.3156,14.5063,14.4108,,,25.3765,10.1204,,,,,12.1462,55.5169,9.72228,35.0631,11.6603,10.3166
2000-06-27,12.2329,12.8276,,16.092,,,15.2959,,,,15.9717,,,,,15.9853,22.9443,10.138,21.9219,,26.1169,,24.4743,6.04417,,,,,,,,,,14.3307,14.5072,14.4266,,,25.4066,10.1614,,,,,12.1462,55.5676,9.72228,35.1035,11.6603,10.3166
2000-06-28,12.2202,12.8298,,16.0774,,,15.2664,,,,15.9585,,,,,15.988,22.9196,10.1276,21.8926,,26.1072,,24.4443,6.03943,,,,,,,,,,14.3307,14.4947,14.4266,,,25.3855,10.1409,,,,,12.1336,55.5361,9.72228,35.0763,11.6603,10.3166
2000-06-29,12.2329,12.8583,,16.1326,,,15.3485,,,,16.0115,,,,,16.0228,22.9883,10.1689,21.9658,,26.2126,,24.5513,6.05828,,,,,,,,,,14.3608,14.5584,14.4894,,,25.4923,10.1818,,,,,12.1839,55.7513,9.75301,35.1845,11.685,10.3267
2000-06-30,12.248,12.8748,,16.1529,,,15.3509,,,,16.0248,,,,,16.0308,22.957,10.1792,21.9955,,26.246,,24.564,6.0746,,,,,,,,,,14.4471,14.5892,14.4893,,,25.5577,10.2401,,,,,12.2686,55.802,9.76326,35.2766,11.7533,10.3571
2000-07-01,12.248,12.8748,,16.1529,,,15.3509,,,,16.0248,,,,,16.0308,22.957,10.1792,21.9955,,26.246,,24.564,6.0746,,,,,,,,,,14.4471,14.5892,14.4893,,,25.5577,10.2401,,,,,12.2686,55.802,9.76326,35.2766,11.7533,10.3571
2000-07-02,12.248,12.8748,,16.1529,,,15.3509,,,,16.0248,,,,,16.0308,22.957,10.1792,21.9955,,26.246,,24.564,6.0746,,,,,,,,,,14.4471,14.5892,14.4893,,,25.5577,10.2401,,,,,12.2686,55.802,9.76326,35.2766,11.7533,10.3571
2000-07-03,12.2801,12.8966,,16.176,,,15.3853,,,,16.0779,,,,,16.0522,23.03,10.2101,22.0549,,26.3029,,24.6325,6.08763,,,,,,,,,,14.4774,14.6226,14.5209,,,25.6136,10.2607,,,,,12.2813,55.9198,9.78403,35.351,11.7781,10.3672
2000-07-04,12.2801,12.8966,,16.176,,,15.3853,,,,16.0779,,,,,16.0522,23.03,10.2101,22.0549,,26.3029,,24.6325,6.08879,,,,,,,,,,14.4774,14.6226,14.5209,,,25.6136,10.2607,,,,,12.2813,55.9198,9.78403,35.3574,11.7781,10.3672
2000-07-05,12.267,12.912,,16.2138,,,15.4197,,,,16.1044,,,,,16.0869,23.0556,10.2308,22.0995,,26.3264,,24.701,6.09584,,,,,,,,,,14.4926,14.6407,14.5525,,,25.6438,10.271,,,,,12.3193,56.094,9.79442,35.4317,11.7906,10.3571
